[2025-07-16 12:47:53] INFO  TC_003_LoginDDT:35 - Browser
[2025-07-16 12:47:55] INFO  TC_003_LoginDDT:47 - Maximized browser window
[2025-07-16 12:47:56] INFO  TC_003_LoginDDT:50 - Navigated to TutorialsNinja Home Page
[2025-07-16 12:47:57] INFO  TC_003_LoginDDT:28 - **** Starting TC_003_LoginDDT *****
[2025-07-16 12:47:59] INFO  TC_003_LoginDDT:78 - **** Finished TC_003_LoginDDT *****
[2025-07-16 12:47:59] INFO  TC_003_LoginDDT:28 - **** Starting TC_003_LoginDDT *****
[2025-07-16 12:48:15] INFO  TC_003_LoginDDT:78 - **** Finished TC_003_LoginDDT *****
[2025-07-16 12:48:15] INFO  TC_003_LoginDDT:28 - **** Starting TC_003_LoginDDT *****
[2025-07-16 12:48:30] INFO  TC_003_LoginDDT:78 - **** Finished TC_003_LoginDDT *****
[2025-07-16 12:48:30] INFO  TC_003_LoginDDT:28 - **** Starting TC_003_LoginDDT *****
[2025-07-16 12:48:47] INFO  TC_003_LoginDDT:55 - Closing browser
